box_id,box_length_cm,box_width_cm,box_height_cm,material_type,thickness_mm,product_weight_kg,strength_score,strength_risk
1470,30.0,32.0,39.0,double_wall_corrugated,6.4,2.85,85.5,Low
1471,30.5,25.0,8.5,standard_corrugated,3.9,0.54,63.0,Medium
1472,62.0,58.0,17.0,recycled_kraft,2.3,3.11,20.4,High
1473,32.5,25.5,5.5,standard_corrugated,4.3,0.58,56.0,Medium
1474,51.0,46.5,15.0,corrugated,3.9,1.59,48.4,High
1475,71.5,27.5,15.5,corrugated,3.8,1.23,53.2,Medium
1476,45.5,28.5,11.5,food_grade_cardboard,2.5,3.46,34.1,High
1477,17.0,20.5,14.5,double_wall_corrugated,5.9,3.76,88.2,Low
1478,45.0,43.5,23.0,double_wall_corrugated,6.5,5.53,90.4,Low
1479,34.5,17.5,7.5,standard_corrugated,3.7,1.43,53.6,Medium
1480,40.5,16.0,31.0,standard_corrugated,3.4,2.8,52.3,Medium
1481,34.5,36.5,21.5,standard_corrugated,3.7,3.12,40.8,High
1482,26.0,15.5,5.5,standard_corrugated,4.0,2.32,52.0,Medium
1483,63.5,50.5,9.0,recycled_kraft,2.9,1.38,28.6,High
1484,25.0,35.0,25.0,food_grade_cardboard,4.0,2.22,33.5,High
1485,27.5,30.5,16.5,double_wall_corrugated,5.8,2.14,89.2,Low
1486,59.0,38.5,19.0,double_wall_corrugated,5.1,3.57,81.3,Low
1487,23.5,17.0,9.0,corrugated,3.6,0.98,55.3,Medium
1488,32.0,21.0,11.5,corrugated,4.4,1.93,57.6,Medium
1489,14.0,17.5,31.0,food_grade_cardboard,3.9,0.59,38.0,High
1490,53.5,24.0,24.0,double_wall_corrugated,6.8,3.06,90.7,Low
1491,54.5,24.0,18.5,standard_corrugated,3.4,3.03,49.4,High
1492,51.0,29.0,30.5,standard_corrugated,4.5,1.12,52.8,Medium
1493,28.0,39.0,29.0,heavy_duty_corrugated,5.8,6.88,90.7,Low
1494,43.0,18.5,11.0,food_grade_cardboard,2.9,2.95,30.1,High
1495,43.5,36.0,17.5,corrugated,3.5,1.97,40.9,High
1496,37.5,27.5,23.5,food_grade_cardboard,3.4,2.06,37.5,High
1497,28.0,32.5,29.0,heavy_duty_corrugated,7.1,6.4,99.2,Low
1498,16.5,27.5,14.5,food_grade_cardboard,3.9,3.36,34.2,High
1499,25.0,25.0,9.0,standard_corrugated,3.9,2.01,57.4,Medium
1500,24.0,22.5,5.0,standard_corrugated,3.8,2.0,50.7,Medium
1501,35.0,23.5,25.0,standard_corrugated,3.2,0.85,50.8,Medium
1502,27.0,28.0,6.0,heavy_duty_corrugated,6.6,4.16,98.8,Low
1503,45.0,13.5,31.5,heavy_duty_corrugated,6.1,6.17,92.1,Low
1504,19.5,20.0,31.0,standard_corrugated,3.6,1.06,54.3,Medium
1505,17.0,20.5,14.5,double_wall_corrugated,5.9,3.76,84.5,Low
1506,29.0,12.0,11.5,standard_corrugated,4.3,3.48,53.0,Medium
1507,29.5,16.5,37.5,double_wall_corrugated,5.8,3.32,86.1,Low
1508,43.5,21.5,21.5,heavy_duty_corrugated,7.0,4.77,94.2,Low
1509,50.0,20.5,17.0,standard_corrugated,4.4,1.23,55.2,Medium
1510,32.5,13.0,8.5,standard_corrugated,4.4,1.22,50.9,Medium
1511,32.0,36.0,25.0,double_wall_corrugated,5.5,3.71,82.7,Low
1512,19.5,22.0,10.0,standard_corrugated,4.0,1.59,53.4,Medium
1513,24.5,15.5,7.0,lightweight_cardboard,2.0,0.61,15.0,High
1514,24.5,32.5,27.5,corrugated,4.4,1.66,49.4,High
1515,55.0,15.5,32.5,standard_corrugated,3.9,2.83,51.9,Medium
1516,57.0,17.5,28.0,standard_corrugated,3.7,2.21,53.2,Medium
1517,60.0,37.0,10.0,recycled_kraft,2.8,3.54,30.4,High
1518,30.5,33.5,25.5,standard_corrugated,4.1,1.22,51.1,Medium
1519,66.0,40.5,13.5,recycled_kraft,3.0,1.39,22.8,High
1520,32.0,38.5,35.5,double_wall_corrugated,5.2,3.68,78.3,Low
1521,44.5,29.5,30.0,heavy_duty_corrugated,6.0,4.32,89.5,Low
1522,35.0,15.0,21.0,heavy_duty_corrugated,6.9,4.57,95.5,Low
1523,21.0,30.0,36.5,double_wall_corrugated,6.8,4.44,88.1,Low
1524,33.0,31.0,14.0,corrugated,3.8,0.91,43.2,High
1525,24.5,23.0,35.0,double_wall_corrugated,6.3,2.79,87.7,Low
1526,17.0,25.5,30.5,double_wall_corrugated,5.1,4.05,83.9,Low
1527,29.0,44.0,16.5,recycled_kraft,3.1,1.02,31.6,High
1528,29.0,54.5,7.5,recycled_kraft,2.8,2.3,25.9,High
1529,31.0,16.0,7.0,standard_corrugated,4.0,1.21,53.5,Medium
1530,36.0,29.0,37.0,double_wall_corrugated,5.3,2.85,79.7,Low
1531,16.0,36.5,37.5,double_wall_corrugated,6.1,3.3,88.1,Low
1532,33.0,28.0,25.0,food_grade_cardboard,4.0,3.65,34.0,High
1533,32.0,35.5,14.5,recycled_kraft,3.1,2.98,31.0,High
1534,20.5,14.5,8.0,lightweight_cardboard,2.5,0.31,15.0,High
1535,69.5,25.0,18.5,recycled_kraft,3.4,3.15,27.8,High
1536,23.5,30.0,9.0,standard_corrugated,4.3,2.64,56.5,Medium
1537,25.5,26.5,11.0,standard_corrugated,3.9,1.98,54.5,Medium
1538,23.0,20.0,7.0,lightweight_cardboard,2.5,0.71,24.0,High
1539,26.5,38.0,35.5,double_wall_corrugated,6.7,4.14,91.6,Low
1540,36.5,25.0,37.0,double_wall_corrugated,6.8,3.98,86.8,Low
1541,22.5,41.0,22.0,corrugated,4.1,1.64,48.6,High
1542,33.0,39.5,26.5,heavy_duty_corrugated,7.1,6.97,89.3,Low
1543,33.0,27.0,11.0,corrugated,4.0,1.22,49.3,High
1544,54.5,42.5,18.5,recycled_kraft,2.3,1.21,20.4,High
1545,31.5,23.0,6.5,standard_corrugated,3.1,2.43,53.3,Medium
1546,30.5,34.5,8.5,double_wall_corrugated,6.7,5.08,88.7,Low
1547,16.0,23.0,27.0,double_wall_corrugated,6.7,3.34,91.1,Low
1548,30.5,26.0,6.0,standard_corrugated,3.0,2.12,46.9,High
1549,13.5,28.5,26.0,double_wall_corrugated,6.2,2.84,96.5,Low
1550,36.5,11.0,23.5,double_wall_corrugated,6.0,3.29,87.1,Low
1551,27.5,20.0,9.5,lightweight_cardboard,2.0,0.44,18.1,High
1552,15.0,28.0,16.5,standard_corrugated,4.3,1.33,59.5,Medium
1553,37.5,20.5,36.0,double_wall_corrugated,5.4,3.06,86.4,Low
1554,38.5,10.5,27.0,double_wall_corrugated,5.9,2.86,89.6,Low
1555,27.5,18.0,37.0,double_wall_corrugated,5.8,3.48,88.4,Low
1556,16.5,27.0,21.5,lightweight_cardboard,2.1,0.72,15.0,High
1557,38.5,20.0,15.5,standard_corrugated,4.4,2.34,54.6,Medium
1558,28.5,23.5,6.5,lightweight_cardboard,1.6,0.42,15.0,High
1559,31.5,34.5,23.0,double_wall_corrugated,5.5,4.14,84.5,Low
1560,33.0,17.5,7.5,standard_corrugated,4.0,1.06,49.7,High
1561,11.0,21.0,26.5,double_wall_corrugated,6.2,2.26,89.8,Low
1562,22.0,14.5,18.0,double_wall_corrugated,5.1,2.17,91.2,Low
1563,34.0,25.0,15.5,recycled_kraft,2.4,1.42,31.2,High
1564,22.5,26.5,17.5,double_wall_corrugated,5.8,4.79,85.8,Low
1565,31.0,16.0,8.0,lightweight_cardboard,2.5,0.4,17.3,High
1566,54.0,23.0,11.5,standard_corrugated,4.1,1.31,53.3,Medium
1567,44.0,16.0,25.5,heavy_duty_corrugated,5.7,4.39,84.1,Low
1568,19.5,16.0,30.5,corrugated,3.7,1.93,43.9,High
1569,14.0,31.0,28.0,food_grade_cardboard,2.7,2.87,38.2,High
1570,51.5,44.5,12.5,recycled_kraft,2.1,2.93,22.0,High
1571,34.0,21.5,27.0,standard_corrugated,3.6,0.56,51.0,Medium
1572,35.5,30.0,6.5,lightweight_cardboard,2.5,0.48,15.0,High
1573,28.5,23.0,18.5,standard_corrugated,3.8,3.08,59.8,Medium
1574,50.0,41.5,10.5,recycled_kraft,2.6,2.37,32.8,High
1575,39.5,21.0,28.0,lightweight_cardboard,2.0,0.48,17.6,High
1576,8.5,12.5,23.0,double_wall_corrugated,5.5,4.14,81.7,Low
1577,20.5,33.5,32.0,corrugated,3.8,0.69,48.9,High
1578,14.0,23.0,21.0,food_grade_cardboard,3.0,2.17,27.9,High
1579,44.0,28.0,11.0,standard_corrugated,3.1,3.26,54.7,Medium
1580,32.5,17.5,12.0,standard_corrugated,3.3,2.26,45.8,High
1581,59.0,27.5,18.5,recycled_kraft,2.8,2.44,27.4,High
1582,28.0,38.0,35.5,double_wall_corrugated,5.1,2.33,78.2,Low
1583,39.0,30.5,27.5,corrugated,4.0,0.22,45.7,High
1584,40.5,41.5,9.5,food_grade_cardboard,3.0,3.38,29.9,High
1585,29.5,37.5,28.5,corrugated,4.4,1.63,47.3,High
1586,59.0,38.5,19.0,double_wall_corrugated,5.1,3.57,80.0,Low
1587,19.0,15.0,32.5,double_wall_corrugated,6.6,2.22,89.7,Low
1588,14.5,33.5,18.0,double_wall_corrugated,6.5,2.46,94.6,Low
1589,26.5,9.5,6.0,double_wall_corrugated,6.6,3.81,82.5,Low
1590,52.5,17.0,37.0,standard_corrugated,3.6,2.35,51.3,Medium
1591,52.5,13.5,11.0,standard_corrugated,3.8,1.71,58.5,Medium
1592,20.5,39.5,32.0,double_wall_corrugated,5.8,4.32,84.0,Low
1593,43.5,21.0,21.0,heavy_duty_corrugated,5.9,4.18,89.1,Low
1594,29.5,25.0,8.5,lightweight_cardboard,1.9,0.81,15.0,High
1595,42.5,35.5,16.5,recycled_kraft,2.2,4.0,28.0,High
1596,61.5,52.0,18.5,recycled_kraft,3.0,3.4,26.8,High
1597,12.5,37.5,29.5,food_grade_cardboard,3.1,1.97,32.3,High
1598,23.0,17.5,7.0,standard_corrugated,4.2,2.4,56.2,Medium
1599,20.0,26.5,6.0,standard_corrugated,3.3,1.72,46.6,High
1600,42.0,35.0,25.0,food_grade_cardboard,3.1,0.5,36.0,High
1601,29.5,23.5,9.5,standard_corrugated,3.1,1.64,51.7,Medium
1602,40.0,22.5,14.5,standard_corrugated,3.3,2.44,48.9,High
1603,22.0,14.5,11.5,standard_corrugated,3.2,1.88,46.7,High
1604,36.0,42.5,6.0,standard_corrugated,4.2,2.03,52.0,Medium
1605,42.5,20.0,17.0,recycled_kraft,2.7,1.47,29.7,High
1606,36.0,27.0,8.0,standard_corrugated,3.1,0.7,55.7,Medium
1607,28.0,31.5,12.0,standard_corrugated,4.5,1.37,54.4,Medium
1608,30.5,36.5,26.0,heavy_duty_corrugated,6.3,4.27,95.3,Low
1609,28.0,29.0,6.5,standard_corrugated,3.1,1.03,42.5,High
1610,42.0,24.0,24.0,double_wall_corrugated,5.4,3.34,82.2,Low
1611,24.5,39.0,14.5,food_grade_cardboard,3.0,3.96,32.7,High
1612,37.5,38.0,22.5,food_grade_cardboard,3.4,2.23,30.8,High
1613,15.5,29.0,19.5,standard_corrugated,3.1,3.1,45.0,High
1614,21.0,33.5,26.5,heavy_duty_corrugated,5.7,5.27,87.7,Low
1615,25.5,30.0,6.5,standard_corrugated,3.6,2.09,53.6,Medium
1616,24.5,21.5,7.0,standard_corrugated,3.4,1.97,50.5,Medium
1617,58.0,34.5,13.0,corrugated,3.9,1.92,38.6,High
1618,57.5,30.0,11.0,recycled_kraft,2.9,0.95,20.0,High
1619,24.0,29.5,20.0,corrugated,3.5,0.39,44.7,High
1620,56.0,18.5,27.0,standard_corrugated,4.4,3.4,56.2,Medium
1621,33.5,13.5,39.0,standard_corrugated,4.1,1.84,43.2,High
1622,67.5,45.0,12.5,recycled_kraft,2.3,2.05,21.8,High
1623,28.0,38.0,35.5,double_wall_corrugated,5.1,2.33,80.5,Low
1624,21.5,29.5,15.0,corrugated,4.4,1.5,57.0,Medium
1625,23.0,10.0,14.5,standard_corrugated,3.5,2.68,48.8,High
1626,29.5,28.0,7.5,standard_corrugated,3.2,2.44,51.6,Medium
1627,28.5,50.0,18.5,recycled_kraft,2.3,2.51,24.8,High
1628,20.5,40.0,18.5,double_wall_corrugated,6.8,3.51,83.4,Low
1629,24.0,26.0,16.0,lightweight_cardboard,2.2,0.54,15.0,High
1630,38.0,29.0,24.5,food_grade_cardboard,2.9,3.13,32.8,High
1631,41.0,32.0,10.0,recycled_kraft,2.3,1.33,27.9,High
1632,33.0,16.0,19.5,food_grade_cardboard,3.0,2.68,49.3,High
1633,20.0,36.0,32.0,standard_corrugated,3.0,2.86,39.4,High
1634,41.5,23.0,24.5,standard_corrugated,3.2,2.15,55.9,Medium
1635,28.5,23.5,21.5,standard_corrugated,3.3,2.11,49.0,High
1636,42.5,35.5,13.5,corrugated,4.0,1.79,49.6,High
1637,28.0,36.0,32.0,double_wall_corrugated,6.0,4.25,86.6,Low
1638,29.0,36.0,22.5,standard_corrugated,4.4,2.37,53.2,Medium
1639,43.5,18.5,23.0,heavy_duty_corrugated,6.2,5.24,90.7,Low
1640,9.0,27.0,12.0,heavy_duty_corrugated,6.6,4.45,94.5,Low
1641,27.5,14.5,4.5,lightweight_cardboard,1.9,0.53,15.0,High
1642,16.5,39.0,12.0,standard_corrugated,3.7,2.98,55.0,Medium
1643,22.5,16.5,23.5,food_grade_cardboard,2.7,0.43,32.1,High
1644,35.5,28.5,38.5,standard_corrugated,4.3,0.18,49.7,High
1645,45.5,20.0,35.5,lightweight_cardboard,2.1,0.17,15.0,High
1646,34.0,39.5,9.5,food_grade_cardboard,3.8,0.56,43.8,High
1647,40.0,27.5,26.5,corrugated,4.2,1.91,46.6,High
1648,22.0,20.0,9.0,standard_corrugated,4.4,1.98,57.5,Medium
1649,50.5,26.0,30.5,standard_corrugated,3.1,1.16,44.9,High
1650,21.5,40.0,32.5,corrugated,3.7,0.31,49.9,High
1651,22.5,19.0,18.5,standard_corrugated,3.9,1.85,56.4,Medium
1652,21.5,44.5,7.0,corrugated,4.6,0.95,60.7,Medium
1653,22.0,36.5,22.0,standard_corrugated,3.0,2.6,47.5,High
1654,18.0,14.0,13.5,food_grade_cardboard,3.7,0.5,42.1,High
1655,19.5,27.0,7.5,standard_corrugated,4.5,0.8,58.5,Medium
1656,21.0,42.0,11.0,standard_corrugated,4.1,2.01,59.9,Medium
1657,28.0,32.5,29.0,heavy_duty_corrugated,7.1,6.4,93.8,Low
1658,44.0,21.0,32.5,lightweight_cardboard,2.1,0.38,15.0,High
1659,22.0,43.0,16.5,standard_corrugated,3.1,0.94,48.9,High
1660,30.5,30.0,17.5,recycled_kraft,2.9,3.09,27.3,High
1661,16.5,16.0,14.0,double_wall_corrugated,6.8,2.44,92.5,Low
1662,41.5,37.5,41.0,double_wall_corrugated,5.1,4.85,82.0,Low
1663,43.0,19.5,12.5,food_grade_cardboard,2.7,1.78,32.3,High
1664,30.5,29.5,10.0,standard_corrugated,3.6,1.12,53.7,Medium
1665,44.5,30.0,30.5,corrugated,3.6,1.59,51.5,Medium
1666,69.0,33.0,16.5,heavy_duty_corrugated,5.9,4.13,95.2,Low
1667,13.5,30.5,13.5,corrugated,4.5,0.2,57.0,Medium
1668,72.0,28.5,19.5,recycled_kraft,2.0,3.51,20.0,High
1669,23.0,32.0,26.0,food_grade_cardboard,3.6,2.48,32.6,High
1670,21.5,12.5,6.0,lightweight_cardboard,1.6,0.45,15.0,High
1671,12.0,20.0,14.0,heavy_duty_corrugated,6.9,4.3,98.4,Low
1672,43.0,30.0,9.0,recycled_kraft,2.0,1.84,30.1,High
1673,46.5,39.0,36.5,standard_corrugated,4.0,1.98,48.6,High
1674,20.0,32.0,15.0,standard_corrugated,3.4,3.7,49.0,High
1675,24.0,16.0,27.5,heavy_duty_corrugated,7.2,5.03,91.4,Low
1676,21.5,37.5,23.0,heavy_duty_corrugated,6.4,5.24,92.4,Low
1677,24.0,19.0,9.5,lightweight_cardboard,1.9,0.73,15.0,High
1678,34.0,32.0,28.0,double_wall_corrugated,5.8,2.42,84.6,Low
1679,31.0,30.0,17.5,heavy_duty_corrugated,5.8,4.39,94.0,Low
1680,69.0,52.0,8.5,recycled_kraft,3.0,3.08,26.9,High
1681,13.5,8.0,29.0,heavy_duty_corrugated,7.0,4.32,97.1,Low
1682,13.0,18.5,30.0,double_wall_corrugated,6.5,3.01,86.2,Low
1683,19.0,27.0,6.0,standard_corrugated,3.9,2.23,53.7,Medium
1684,38.0,17.0,19.0,double_wall_corrugated,6.5,2.84,79.0,Low
1685,61.0,44.0,34.0,double_wall_corrugated,6.0,4.15,84.1,Low
1686,38.0,17.0,33.5,double_wall_corrugated,6.3,3.32,82.7,Low
1687,28.5,23.0,18.5,standard_corrugated,3.8,3.08,57.0,Medium
1688,42.5,35.5,28.0,double_wall_corrugated,5.7,5.83,87.6,Low
1689,37.0,44.0,12.0,double_wall_corrugated,6.1,2.71,90.6,Low
1690,15.0,22.5,24.5,double_wall_corrugated,5.2,2.03,91.2,Low
1691,45.5,35.5,15.0,recycled_kraft,3.3,2.65,25.6,High
1692,12.0,15.5,9.5,lightweight_cardboard,1.8,0.9,16.0,High
1693,28.5,25.5,8.0,lightweight_cardboard,2.1,0.83,15.0,High
1694,37.0,53.5,12.5,recycled_kraft,2.4,1.96,24.2,High
1695,31.5,13.0,10.0,food_grade_cardboard,3.0,3.01,37.5,High
1696,29.0,25.0,6.5,standard_corrugated,4.3,1.94,51.6,Medium
1697,39.0,37.5,22.5,double_wall_corrugated,6.0,6.59,82.8,Low
1698,34.5,22.0,10.5,recycled_kraft,3.2,3.26,26.9,High
1699,23.0,21.0,11.5,standard_corrugated,4.0,1.33,52.7,Medium
1700,51.0,29.0,30.5,standard_corrugated,4.5,1.12,50.4,Medium
1701,22.0,16.0,5.5,standard_corrugated,3.4,2.13,55.1,Medium
1702,32.0,12.5,8.0,standard_corrugated,3.9,1.0,53.8,Medium
1703,10.0,20.5,20.0,standard_corrugated,4.3,2.74,56.0,Medium
1704,21.5,21.5,9.5,standard_corrugated,3.1,2.12,47.2,High
1705,21.0,15.0,32.5,corrugated,4.5,0.94,45.0,High
1706,34.0,17.0,8.5,food_grade_cardboard,3.9,3.75,38.2,High
1707,25.0,23.5,5.0,standard_corrugated,4.3,2.33,47.8,High
1708,26.0,37.0,35.0,standard_corrugated,3.3,1.17,48.9,High
1709,40.0,42.0,8.0,corrugated,3.6,1.01,42.0,High
1710,53.0,53.5,6.5,recycled_kraft,3.4,1.04,39.0,High
1711,29.0,18.0,7.5,standard_corrugated,4.4,1.43,60.5,Medium
1712,48.0,37.5,16.0,heavy_duty_corrugated,7.3,5.46,98.6,Low
1713,30.5,40.5,15.5,standard_corrugated,3.7,3.07,56.5,Medium
1714,47.0,55.5,13.5,double_wall_corrugated,6.6,2.92,86.9,Low
1715,30.5,26.0,19.0,double_wall_corrugated,6.0,2.79,90.4,Low
1716,16.5,15.0,36.0,standard_corrugated,4.3,2.75,55.9,Medium
1717,37.0,22.0,16.5,recycled_kraft,3.1,1.54,30.6,High
1718,34.0,25.5,15.5,double_wall_corrugated,5.3,4.52,89.0,Low
1719,43.5,36.0,17.5,corrugated,3.5,1.97,48.3,High
1720,35.0,28.0,7.0,lightweight_cardboard,2.2,0.79,15.0,High
1721,31.5,22.0,6.0,standard_corrugated,3.6,1.74,46.1,High
1722,27.5,28.0,9.5,standard_corrugated,3.2,2.35,46.2,High
1723,15.0,12.0,24.0,food_grade_cardboard,3.6,3.5,34.7,High
1724,24.5,20.5,6.5,standard_corrugated,3.6,2.57,51.8,Medium
1725,40.5,37.0,17.5,double_wall_corrugated,5.3,3.19,79.5,Low
1726,30.0,17.0,13.5,food_grade_cardboard,3.0,2.25,43.6,High
1727,25.0,48.0,42.0,heavy_duty_corrugated,6.9,5.07,100.0,Low
1728,43.0,36.0,9.5,recycled_kraft,2.9,2.34,30.7,High
1729,31.0,22.5,9.5,standard_corrugated,4.1,1.98,55.1,Medium
1730,34.0,24.5,18.5,corrugated,3.6,1.58,46.0,High
1731,25.5,26.5,10.5,standard_corrugated,3.6,1.28,49.0,High
1732,42.0,29.5,26.5,lightweight_cardboard,1.7,0.26,15.0,High
1733,55.0,25.0,30.5,standard_corrugated,3.6,1.28,51.3,Medium
1734,39.0,24.5,20.0,corrugated,4.0,0.96,43.9,High
1735,39.5,29.5,11.0,recycled_kraft,2.5,0.42,28.6,High
1736,45.5,51.0,19.5,recycled_kraft,2.0,1.49,21.4,High
1737,50.0,57.0,19.0,recycled_kraft,2.5,1.64,16.5,High
1738,49.5,27.5,10.5,recycled_kraft,3.0,2.89,25.1,High
1739,29.0,33.5,26.0,heavy_duty_corrugated,7.0,5.8,94.8,Low
1740,46.5,42.0,18.0,recycled_kraft,2.6,0.76,33.3,High
1741,50.0,51.0,12.5,heavy_duty_corrugated,7.3,4.5,100.0,Low
1742,52.5,13.5,11.0,standard_corrugated,3.8,1.71,48.2,High
1743,66.0,22.5,11.0,recycled_kraft,2.8,0.49,30.3,High
1744,21.0,18.0,10.0,standard_corrugated,4.4,2.57,49.0,High
1745,22.5,19.0,18.5,standard_corrugated,3.9,1.85,58.0,Medium
1746,16.0,30.5,29.0,double_wall_corrugated,6.2,4.42,86.6,Low
1747,31.0,17.0,14.0,corrugated,4.9,1.41,53.8,Medium
1748,21.0,30.0,18.5,standard_corrugated,3.1,0.58,55.6,Medium
1749,38.5,33.0,31.0,food_grade_cardboard,3.0,2.07,27.0,High
1750,34.5,24.0,38.0,standard_corrugated,4.1,1.82,47.5,High
1751,26.0,40.5,24.0,food_grade_cardboard,2.9,3.09,29.7,High
1752,65.0,49.0,10.0,recycled_kraft,2.2,2.89,27.7,High
1753,23.5,17.0,9.0,corrugated,3.6,0.98,42.2,High
1754,30.0,36.0,19.0,corrugated,3.8,1.05,36.4,High
1755,44.5,32.0,23.0,standard_corrugated,3.9,0.81,50.6,Medium
1756,36.0,39.0,8.0,double_wall_corrugated,6.8,2.65,95.1,Low
1757,52.0,24.5,23.0,standard_corrugated,3.6,1.22,55.8,Medium
1758,26.5,39.0,22.5,food_grade_cardboard,2.6,2.34,29.1,High
1759,29.5,35.0,23.5,standard_corrugated,4.5,0.95,54.3,Medium
1760,28.0,35.5,12.5,double_wall_corrugated,5.9,4.63,91.6,Low
1761,34.5,45.5,20.5,double_wall_corrugated,7.0,6.51,83.7,Low
1762,38.5,21.5,34.5,double_wall_corrugated,6.2,2.55,87.0,Low
1763,29.5,22.0,8.5,standard_corrugated,3.2,1.31,51.7,Medium
1764,39.0,21.0,33.5,heavy_duty_corrugated,6.0,5.58,93.4,Low
1765,67.0,50.0,14.0,recycled_kraft,3.1,2.79,25.2,High
1766,40.0,52.0,9.0,recycled_kraft,3.1,2.65,29.1,High
1767,25.5,27.0,10.5,lightweight_cardboard,1.9,0.34,15.0,High
1768,44.5,35.0,13.5,heavy_duty_corrugated,7.3,4.02,96.4,Low
1769,40.0,24.0,9.0,double_wall_corrugated,5.3,4.49,86.0,Low
1770,17.0,20.0,41.0,standard_corrugated,3.3,3.26,45.7,High
1771,44.5,39.5,37.0,double_wall_corrugated,6.5,6.68,87.8,Low
1772,19.5,36.5,35.5,corrugated,4.1,0.65,50.8,Medium
1773,45.5,38.5,14.0,lightweight_cardboard,2.1,0.81,15.0,High
1774,18.0,29.5,31.5,double_wall_corrugated,6.5,2.33,91.6,Low
1775,36.5,21.5,26.5,corrugated,4.6,0.69,48.0,High
1776,28.5,33.5,20.0,standard_corrugated,4.0,2.22,52.5,Medium
1777,18.0,31.5,33.5,corrugated,4.6,1.58,54.0,Medium
1778,28.0,28.0,12.0,recycled_kraft,3.3,1.72,31.5,High
1779,40.0,29.0,13.5,recycled_kraft,2.7,3.59,24.1,High
1780,42.5,12.0,23.0,heavy_duty_corrugated,6.0,5.17,93.1,Low
1781,42.5,31.5,15.0,double_wall_corrugated,6.7,4.04,93.9,Low
1782,36.5,38.0,16.0,corrugated,4.8,0.63,44.5,High
1783,32.5,20.0,35.0,double_wall_corrugated,6.3,2.42,94.1,Low
1784,24.0,23.5,26.5,food_grade_cardboard,3.2,1.55,33.6,High
1785,26.0,33.5,12.5,double_wall_corrugated,5.6,3.64,87.7,Low
1786,61.5,36.5,9.5,double_wall_corrugated,5.5,2.11,90.7,Low
1787,37.0,17.5,12.5,heavy_duty_corrugated,7.2,5.47,92.1,Low
1788,41.5,36.5,33.0,double_wall_corrugated,5.7,2.88,82.1,Low
1789,43.0,50.5,17.5,recycled_kraft,3.4,1.47,28.3,High
1790,10.5,40.0,14.0,standard_corrugated,4.2,1.86,52.3,Medium
1791,41.5,25.0,28.5,double_wall_corrugated,6.4,3.63,96.1,Low
1792,20.5,17.5,5.0,lightweight_cardboard,2.3,0.85,15.0,High
1793,45.0,47.0,13.0,recycled_kraft,3.3,1.56,27.3,High
1794,19.0,15.0,4.5,lightweight_cardboard,1.8,0.76,15.0,High
1795,57.0,49.0,12.0,recycled_kraft,2.7,0.74,21.6,High
1796,27.0,35.5,11.5,recycled_kraft,2.6,3.28,24.7,High
1797,66.5,39.0,18.5,recycled_kraft,2.2,3.11,23.8,High
1798,32.0,28.5,29.0,double_wall_corrugated,5.3,6.27,81.4,Low
1799,15.5,39.5,26.5,double_wall_corrugated,5.6,3.72,85.4,Low
1800,22.0,16.5,37.0,double_wall_corrugated,6.4,2.61,88.4,Low
1801,35.5,15.0,35.0,standard_corrugated,3.7,0.84,46.4,High
1802,48.5,46.5,10.0,recycled_kraft,2.3,2.63,25.9,High
1803,29.0,26.5,23.0,standard_corrugated,3.4,2.56,57.2,Medium
1804,12.5,24.5,15.5,heavy_duty_corrugated,5.7,4.57,89.7,Low
1805,42.5,15.0,23.5,heavy_duty_corrugated,6.8,4.48,97.4,Low
1806,23.0,16.0,9.0,standard_corrugated,3.7,1.34,56.0,Medium
1807,21.0,17.5,10.0,lightweight_cardboard,1.7,0.43,15.0,High
1808,17.0,22.5,30.0,corrugated,4.6,1.25,59.2,Medium
1809,36.5,36.0,16.0,heavy_duty_corrugated,7.4,5.16,99.8,Low
1810,10.0,17.5,11.0,double_wall_corrugated,6.6,4.55,92.0,Low
1811,18.5,17.0,5.5,lightweight_cardboard,1.5,0.87,15.0,High
1812,52.0,24.5,23.0,standard_corrugated,3.6,1.22,58.3,Medium
1813,30.5,40.0,19.5,heavy_duty_corrugated,6.1,4.92,95.6,Low
1814,33.5,22.5,35.0,corrugated,4.6,1.57,53.3,Medium
1815,20.0,17.5,29.0,double_wall_corrugated,5.3,2.99,85.8,Low
1816,30.5,26.5,28.5,heavy_duty_corrugated,7.0,4.71,96.0,Low
1817,22.5,26.5,8.0,standard_corrugated,3.6,1.37,57.7,Medium
1818,57.5,48.0,6.5,recycled_kraft,2.9,0.95,29.2,High
1819,23.0,19.5,10.0,standard_corrugated,3.3,1.87,42.9,High
1820,37.5,29.0,26.0,standard_corrugated,3.3,3.02,44.4,High
1821,38.0,18.5,25.5,food_grade_cardboard,3.2,3.54,33.0,High
1822,34.5,17.5,7.5,standard_corrugated,3.7,1.43,54.7,Medium
1823,32.5,26.0,11.0,lightweight_cardboard,2.2,0.47,15.0,High
1824,41.5,39.5,11.5,standard_corrugated,4.1,1.84,59.0,Medium
1825,62.0,19.5,17.5,recycled_kraft,3.1,3.7,20.4,High
1826,37.0,22.0,29.5,corrugated,4.5,0.97,51.5,Medium
1827,15.0,25.5,29.0,double_wall_corrugated,5.3,4.95,76.3,Low
1828,43.0,33.0,23.0,double_wall_corrugated,6.3,2.97,91.8,Low
1829,29.0,29.5,16.0,double_wall_corrugated,6.3,2.32,89.7,Low
1830,27.0,25.5,3.5,standard_corrugated,3.7,1.74,55.0,Medium
