sustainability_id,material_type,thickness_mm,area_used_sqcm,box_volume_cm3,manufacturing_energy_kwh,transport_energy_kwh,carbon_emission_kg,sustainability_score
1426,double_wall_corrugated,5.7,2710.5,9157.5,0.001,0.119,0.061,77
1427,standard_corrugated,4.0,1867.0,4428.0,0.0,0.095,0.051,87
1428,standard_corrugated,3.6,3843.5,14891.62,0.001,0.101,0.051,87
1429,double_wall_corrugated,5.4,9941.5,63339.38,0.005,0.16,0.084,51
1430,standard_corrugated,3.1,6091.0,31255.0,0.001,0.138,0.065,75
1431,heavy_duty_corrugated,5.7,4468.0,17952.0,0.003,0.116,0.063,74
1432,heavy_duty_corrugated,6.4,2446.0,8075.0,0.002,0.101,0.05,82
1433,heavy_duty_corrugated,5.7,2525.5,7815.62,0.001,0.11,0.06,76
1434,double_wall_corrugated,6.0,4751.5,19580.0,0.003,0.114,0.063,73
1435,standard_corrugated,4.1,2725.5,7320.62,0.001,0.121,0.065,79
1436,recycled_kraft,2.5,4761.5,13542.0,0.0,0.128,0.064,80
1437,double_wall_corrugated,6.7,3194.5,11873.75,0.002,0.112,0.059,79
1438,standard_corrugated,3.9,5257.0,23030.0,0.001,0.117,0.062,78
1439,recycled_kraft,3.4,5167.5,15567.75,0.0,0.124,0.059,81
1440,recycled_kraft,2.2,4345.0,11844.0,0.0,0.096,0.049,91
1441,food_grade_cardboard,3.5,3343.5,12718.12,0.001,0.112,0.052,78
1442,corrugated,4.1,3707.5,13843.88,0.001,0.108,0.055,84
1443,recycled_kraft,3.4,5850.0,22356.0,0.0,0.138,0.065,73
1444,double_wall_corrugated,6.8,6893.5,36545.62,0.004,0.117,0.058,71
1445,standard_corrugated,3.6,3879.5,14810.25,0.001,0.117,0.058,83
1446,double_wall_corrugated,6.3,4343.5,19293.75,0.002,0.128,0.065,72
1447,standard_corrugated,3.6,2999.5,8997.5,0.001,0.109,0.056,84
1448,double_wall_corrugated,6.9,3802.0,14254.5,0.002,0.1,0.048,85
1449,standard_corrugated,4.4,1841.0,3069.0,0.0,0.118,0.059,80
1450,food_grade_cardboard,4.0,2911.5,8449.88,0.001,0.109,0.052,81
1451,food_grade_cardboard,2.7,3849.5,15461.25,0.001,0.119,0.061,75
1452,double_wall_corrugated,5.9,14464.5,116579.25,0.007,0.2,0.108,27
1453,standard_corrugated,3.3,2159.5,4736.88,0.0,0.104,0.053,88
1454,standard_corrugated,4.0,2633.0,7191.0,0.001,0.105,0.055,84
1455,heavy_duty_corrugated,7.1,2525.0,8250.0,0.002,0.094,0.047,85
1456,corrugated,3.8,4829.5,21976.0,0.001,0.108,0.057,83
1457,corrugated,3.9,1753.0,4921.0,0.0,0.116,0.057,81
1458,recycled_kraft,2.6,7770.5,32550.0,0.0,0.122,0.061,81
1459,food_grade_cardboard,3.0,3752.5,13854.75,0.001,0.103,0.053,79
1460,standard_corrugated,4.4,4717.0,19499.0,0.001,0.12,0.056,79
1461,standard_corrugated,4.5,6002.5,27612.25,0.001,0.138,0.072,68
1462,food_grade_cardboard,3.0,4253.0,18447.0,0.001,0.103,0.053,83
1463,standard_corrugated,3.1,8531.5,51244.38,0.001,0.155,0.076,62
1464,recycled_kraft,2.3,5892.5,25063.5,0.0,0.111,0.052,88
1465,double_wall_corrugated,6.7,4010.5,17025.75,0.002,0.101,0.049,84
1466,double_wall_corrugated,6.6,1840.0,4496.5,0.001,0.09,0.049,86
1467,double_wall_corrugated,5.5,4415.5,17883.12,0.002,0.13,0.069,69
1468,standard_corrugated,4.0,1477.5,2543.75,0.0,0.091,0.043,95
1469,standard_corrugated,3.6,5639.5,25641.0,0.001,0.109,0.054,84
1470,double_wall_corrugated,6.4,6756.0,37440.0,0.004,0.135,0.071,65
1471,standard_corrugated,3.9,2468.5,6481.25,0.001,0.117,0.062,78
1472,recycled_kraft,2.3,11272.0,61132.0,0.001,0.15,0.07,68
1473,standard_corrugated,4.3,2295.5,4558.12,0.0,0.102,0.049,91
1474,corrugated,3.9,7668.0,35572.5,0.002,0.117,0.064,76
1475,corrugated,3.8,7001.5,30476.88,0.001,0.129,0.06,76
1476,food_grade_cardboard,2.5,4295.5,14912.62,0.001,0.118,0.056,77
1477,double_wall_corrugated,5.9,1784.5,5053.25,0.001,0.107,0.058,80
1478,double_wall_corrugated,6.5,7986.0,45022.5,0.005,0.138,0.074,61
1479,standard_corrugated,3.7,1987.5,4528.12,0.0,0.099,0.048,88
1480,standard_corrugated,3.4,4799.0,20088.0,0.001,0.106,0.05,85
1481,standard_corrugated,3.7,5571.5,27073.88,0.001,0.122,0.057,78
1482,standard_corrugated,4.0,1262.5,2216.5,0.0,0.09,0.043,96
1483,recycled_kraft,2.9,8465.5,28860.75,0.001,0.139,0.074,69
1484,food_grade_cardboard,4.0,4750.0,21875.0,0.001,0.139,0.069,66
1485,double_wall_corrugated,5.8,3591.5,13839.38,0.002,0.13,0.069,72
1486,double_wall_corrugated,5.1,8248.0,43158.5,0.004,0.159,0.088,52
1487,corrugated,3.6,1528.0,3595.5,0.0,0.107,0.053,87
1488,corrugated,4.4,2563.0,7728.0,0.001,0.114,0.055,83
1489,food_grade_cardboard,3.9,2443.0,7595.0,0.0,0.101,0.051,81
1490,double_wall_corrugated,6.8,6288.0,30816.0,0.004,0.136,0.076,62
1491,standard_corrugated,3.4,5520.5,24198.0,0.001,0.123,0.065,76
1492,standard_corrugated,4.5,7838.0,45109.5,0.002,0.144,0.069,70
1493,heavy_duty_corrugated,5.8,6070.0,31668.0,0.004,0.142,0.076,61
1494,food_grade_cardboard,2.9,2944.0,8750.5,0.0,0.102,0.052,84
1495,corrugated,3.5,5914.5,27405.0,0.001,0.12,0.065,78
1496,food_grade_cardboard,3.4,5117.5,24234.38,0.001,0.14,0.066,66
1497,heavy_duty_corrugated,7.1,5329.0,26390.0,0.004,0.11,0.058,74
1498,food_grade_cardboard,3.9,2183.5,6579.38,0.0,0.106,0.057,80
1499,standard_corrugated,3.9,2150.0,5625.0,0.0,0.119,0.059,80
1500,standard_corrugated,3.8,1545.0,2700.0,0.0,0.106,0.053,89
1501,standard_corrugated,3.2,4570.0,20562.5,0.001,0.122,0.058,79
1502,heavy_duty_corrugated,6.6,2172.0,4536.0,0.001,0.097,0.048,86
1503,heavy_duty_corrugated,6.1,4900.5,19136.25,0.004,0.114,0.058,76
1504,standard_corrugated,3.6,3229.0,12090.0,0.001,0.124,0.067,78
1505,double_wall_corrugated,5.9,1784.5,5053.25,0.001,0.107,0.052,83
1506,standard_corrugated,4.3,1639.0,4002.0,0.0,0.104,0.052,88
1507,double_wall_corrugated,5.8,4423.5,18253.12,0.002,0.104,0.055,81
1508,heavy_duty_corrugated,7.0,4665.5,20107.88,0.004,0.103,0.051,78
1509,standard_corrugated,4.4,4447.0,17425.0,0.001,0.134,0.068,74
1510,standard_corrugated,4.4,1618.5,3591.25,0.0,0.1,0.052,88
1511,double_wall_corrugated,5.5,5704.0,28800.0,0.003,0.133,0.073,66
1512,standard_corrugated,4.0,1688.0,4290.0,0.0,0.091,0.047,91
1513,lightweight_cardboard,2.0,1319.5,2658.25,0.0,0.108,0.056,84
1514,corrugated,4.4,4727.5,21896.88,0.001,0.138,0.066,73
1515,standard_corrugated,3.9,6287.5,27706.25,0.001,0.131,0.071,70
1516,standard_corrugated,3.7,6167.0,27930.0,0.001,0.114,0.054,81
1517,recycled_kraft,2.8,6380.0,22200.0,0.0,0.125,0.066,80
1518,standard_corrugated,4.1,5307.5,26054.62,0.001,0.136,0.066,72
1519,recycled_kraft,3.0,8221.5,36085.5,0.001,0.132,0.071,74
1520,double_wall_corrugated,5.2,7469.5,43736.0,0.003,0.16,0.086,53
1521,heavy_duty_corrugated,6.0,7065.5,39382.5,0.005,0.146,0.079,55
1522,heavy_duty_corrugated,6.9,3150.0,11025.0,0.002,0.124,0.061,72
1523,double_wall_corrugated,6.8,4983.0,22995.0,0.003,0.128,0.066,69
1524,corrugated,3.8,3838.0,14322.0,0.001,0.102,0.052,87
1525,double_wall_corrugated,6.3,4452.0,19722.5,0.003,0.113,0.061,76
1526,double_wall_corrugated,5.1,3459.5,13221.75,0.001,0.103,0.049,85
1527,recycled_kraft,3.1,4961.0,21054.0,0.0,0.136,0.073,71
1528,recycled_kraft,2.8,4413.5,11853.75,0.0,0.121,0.064,80
1529,standard_corrugated,4.0,1650.0,3472.0,0.0,0.109,0.053,84
1530,double_wall_corrugated,5.3,6898.0,38628.0,0.003,0.13,0.071,65
1531,double_wall_corrugated,6.1,5105.5,21900.0,0.003,0.11,0.057,79
1532,food_grade_cardboard,4.0,4898.0,23100.0,0.001,0.133,0.067,68
1533,recycled_kraft,3.1,4229.5,16472.0,0.0,0.116,0.056,85
1534,lightweight_cardboard,2.5,1154.5,2378.0,0.0,0.094,0.048,90
1535,recycled_kraft,3.4,6971.5,32143.75,0.001,0.137,0.071,74
1536,standard_corrugated,4.3,2373.0,6345.0,0.0,0.092,0.046,93
1537,standard_corrugated,3.9,2495.5,7433.25,0.001,0.102,0.052,88
1538,lightweight_cardboard,2.5,1522.0,3220.0,0.0,0.102,0.053,86
1539,double_wall_corrugated,6.7,6593.5,35748.5,0.004,0.121,0.066,71
1540,double_wall_corrugated,6.8,6376.0,33762.5,0.004,0.153,0.074,60
1541,corrugated,4.1,4639.0,20295.0,0.001,0.11,0.059,83
1542,heavy_duty_corrugated,7.1,6449.5,34542.75,0.005,0.12,0.063,66
1543,corrugated,4.0,3102.0,9801.0,0.001,0.1,0.049,88
1544,recycled_kraft,2.3,8221.5,42850.62,0.0,0.154,0.074,67
1545,standard_corrugated,3.1,2157.5,4709.25,0.0,0.102,0.051,87
1546,double_wall_corrugated,6.7,3209.5,8944.12,0.002,0.111,0.061,79
1547,double_wall_corrugated,6.7,2842.0,9936.0,0.002,0.094,0.047,85
1548,standard_corrugated,3.0,2264.0,4758.0,0.0,0.09,0.047,90
1549,double_wall_corrugated,6.2,2953.5,10003.5,0.001,0.108,0.052,81
1550,double_wall_corrugated,6.0,3035.5,9435.25,0.002,0.12,0.061,75
1551,lightweight_cardboard,2.0,2002.5,5225.0,0.0,0.117,0.063,77
1552,standard_corrugated,4.3,2259.0,6930.0,0.001,0.094,0.049,92
1553,double_wall_corrugated,5.4,5713.5,27675.0,0.003,0.129,0.064,71
1554,double_wall_corrugated,5.9,3454.5,10914.75,0.002,0.125,0.064,71
1555,double_wall_corrugated,5.8,4357.0,18315.0,0.002,0.114,0.056,78
1556,lightweight_cardboard,2.1,2761.5,9578.25,0.0,0.12,0.059,79
1557,standard_corrugated,4.4,3353.5,11935.0,0.001,0.1,0.053,85
1558,lightweight_cardboard,1.6,2015.5,4353.38,0.0,0.118,0.062,80
1559,double_wall_corrugated,5.5,5209.5,24995.25,0.003,0.134,0.066,70
1560,standard_corrugated,4.0,1912.5,4331.25,0.0,0.118,0.063,80
1561,double_wall_corrugated,6.2,2158.0,6121.5,0.001,0.112,0.058,81
1562,double_wall_corrugated,5.1,1952.0,5742.0,0.001,0.101,0.05,83
1563,recycled_kraft,2.4,3529.0,13175.0,0.0,0.128,0.064,81
1564,double_wall_corrugated,5.8,2907.5,10434.38,0.002,0.103,0.054,85
1565,lightweight_cardboard,2.5,1744.0,3968.0,0.0,0.099,0.05,90
1566,standard_corrugated,4.1,4255.0,14283.0,0.001,0.121,0.061,76
1567,heavy_duty_corrugated,5.7,4468.0,17952.0,0.003,0.127,0.066,71
1568,corrugated,3.7,2789.5,9516.0,0.001,0.124,0.059,81
1569,food_grade_cardboard,2.7,3388.0,12152.0,0.0,0.102,0.054,82
1570,recycled_kraft,2.1,6983.5,28646.88,0.0,0.14,0.071,71
1571,standard_corrugated,3.6,4459.0,19737.0,0.001,0.128,0.061,78
1572,lightweight_cardboard,2.5,2981.5,6922.5,0.0,0.093,0.049,92
1573,standard_corrugated,3.8,3216.5,12126.75,0.001,0.108,0.059,84
1574,recycled_kraft,2.6,6071.5,21787.5,0.0,0.114,0.061,82
1575,lightweight_cardboard,2.0,5047.0,23226.0,0.0,0.116,0.057,83
1576,double_wall_corrugated,5.5,1178.5,2443.75,0.001,0.117,0.056,81
1577,corrugated,3.8,4829.5,21976.0,0.001,0.127,0.065,76
1578,food_grade_cardboard,3.0,2198.0,6762.0,0.0,0.114,0.054,78
1579,standard_corrugated,3.1,4048.0,13552.0,0.001,0.13,0.07,75
1580,standard_corrugated,3.3,2337.5,6825.0,0.0,0.103,0.049,86
1581,recycled_kraft,2.8,6445.5,30016.25,0.0,0.142,0.068,73
1582,double_wall_corrugated,5.1,6814.0,37772.0,0.003,0.135,0.069,67
1583,corrugated,4.0,6201.5,32711.25,0.001,0.147,0.073,67
1584,food_grade_cardboard,3.0,4919.5,15967.12,0.001,0.105,0.056,79
1585,corrugated,4.4,6031.5,31528.12,0.001,0.149,0.075,66
1586,double_wall_corrugated,5.1,8248.0,43158.5,0.004,0.131,0.065,70
1587,double_wall_corrugated,6.6,2780.0,9262.5,0.002,0.104,0.051,82
1588,double_wall_corrugated,6.5,2699.5,8743.5,0.002,0.117,0.06,77
1589,double_wall_corrugated,6.6,935.5,1510.5,0.001,0.098,0.047,86
1590,standard_corrugated,3.6,6928.0,33022.5,0.001,0.137,0.071,69
1591,standard_corrugated,3.8,2869.5,7796.25,0.001,0.106,0.054,85
1592,double_wall_corrugated,5.8,5459.5,25912.0,0.003,0.135,0.072,67
1593,heavy_duty_corrugated,5.9,4536.0,19183.5,0.003,0.11,0.061,76
1594,lightweight_cardboard,1.9,2401.5,6268.75,0.0,0.092,0.049,88
1595,recycled_kraft,2.2,5591.5,24894.38,0.0,0.117,0.063,79
1596,recycled_kraft,3.0,10595.5,59163.0,0.001,0.158,0.076,65
1597,food_grade_cardboard,3.1,3887.5,13828.12,0.001,0.103,0.049,83
1598,standard_corrugated,4.2,1372.0,2817.5,0.0,0.098,0.048,89
1599,standard_corrugated,3.3,1618.0,3180.0,0.0,0.1,0.053,90
1600,food_grade_cardboard,3.1,6790.0,36750.0,0.001,0.119,0.065,73
1601,standard_corrugated,3.1,2393.5,6585.88,0.0,0.109,0.058,83
1602,standard_corrugated,3.3,3612.5,13050.0,0.001,0.126,0.06,80
1603,standard_corrugated,3.2,1477.5,3668.5,0.0,0.093,0.05,90
1604,standard_corrugated,4.2,4002.0,9180.0,0.001,0.112,0.056,83
1605,recycled_kraft,2.7,3825.0,14450.0,0.0,0.12,0.055,84
1606,standard_corrugated,3.1,2952.0,7776.0,0.001,0.105,0.053,84
1607,standard_corrugated,4.5,3192.0,10584.0,0.001,0.117,0.055,84
1608,heavy_duty_corrugated,6.3,5710.5,28944.5,0.004,0.126,0.066,67
1609,standard_corrugated,3.1,2365.0,5278.0,0.0,0.105,0.052,88
1610,double_wall_corrugated,5.4,5184.0,24192.0,0.002,0.106,0.055,79
1611,food_grade_cardboard,3.0,3752.5,13854.75,0.001,0.12,0.062,71
1612,food_grade_cardboard,3.4,6247.5,32062.5,0.001,0.138,0.074,61
1613,standard_corrugated,3.1,2634.5,8765.25,0.0,0.094,0.048,91
1614,heavy_duty_corrugated,5.7,4295.5,18642.75,0.003,0.114,0.058,76
1615,standard_corrugated,3.6,2251.5,4972.5,0.0,0.12,0.063,78
1616,standard_corrugated,3.4,1697.5,3687.25,0.0,0.101,0.054,88
1617,corrugated,3.9,6407.0,26013.0,0.001,0.126,0.06,77
1618,recycled_kraft,2.9,5375.0,18975.0,0.0,0.134,0.067,76
1619,corrugated,3.5,3556.0,14160.0,0.001,0.122,0.059,79
1620,standard_corrugated,4.4,6095.0,27972.0,0.001,0.131,0.062,76
1621,standard_corrugated,4.1,4570.5,17637.75,0.001,0.128,0.067,74
1622,recycled_kraft,2.3,8887.5,37968.75,0.0,0.153,0.081,64
1623,double_wall_corrugated,5.1,6814.0,37772.0,0.003,0.136,0.067,66
1624,corrugated,4.4,2798.5,9513.75,0.001,0.109,0.058,82
1625,standard_corrugated,3.5,1417.0,3335.0,0.0,0.1,0.053,85
1626,standard_corrugated,3.2,2514.5,6195.0,0.0,0.121,0.065,78
1627,recycled_kraft,2.3,5754.5,26362.5,0.0,0.134,0.065,75
1628,double_wall_corrugated,6.8,3878.5,15170.0,0.002,0.101,0.056,80
1629,lightweight_cardboard,2.2,2848.0,9984.0,0.0,0.122,0.059,80
1630,food_grade_cardboard,2.9,5487.0,26999.0,0.001,0.126,0.064,69
1631,recycled_kraft,2.3,4084.0,13120.0,0.0,0.098,0.046,91
1632,food_grade_cardboard,3.0,2967.0,10296.0,0.0,0.112,0.052,78
1633,standard_corrugated,3.0,5024.0,23040.0,0.001,0.12,0.063,79
1634,standard_corrugated,3.2,5069.5,23385.25,0.001,0.137,0.069,70
1635,standard_corrugated,3.3,3575.5,14399.62,0.001,0.104,0.051,87
1636,corrugated,4.0,5123.5,20368.12,0.001,0.132,0.064,74
1637,double_wall_corrugated,6.0,6112.0,32256.0,0.003,0.135,0.072,66
1638,standard_corrugated,4.4,5013.0,23490.0,0.001,0.107,0.05,86
1639,heavy_duty_corrugated,6.2,4461.5,18509.25,0.003,0.135,0.073,65
1640,heavy_duty_corrugated,6.6,1350.0,2916.0,0.001,0.103,0.049,83
1641,lightweight_cardboard,1.9,1175.5,1794.38,0.0,0.095,0.045,90
1642,standard_corrugated,3.7,2619.0,7722.0,0.001,0.107,0.053,85
1643,food_grade_cardboard,2.7,2575.5,8724.38,0.0,0.12,0.06,73
1644,standard_corrugated,4.3,6951.5,38952.38,0.002,0.131,0.065,72
1645,lightweight_cardboard,2.1,6470.5,32305.0,0.0,0.12,0.059,78
1646,food_grade_cardboard,3.8,4082.5,12758.5,0.001,0.1,0.054,80
1647,corrugated,4.2,5777.5,29150.0,0.001,0.121,0.063,77
1648,standard_corrugated,4.4,1636.0,3960.0,0.0,0.113,0.052,85
1649,standard_corrugated,3.1,7292.5,40046.5,0.001,0.139,0.07,71
1650,corrugated,3.7,5717.5,27950.0,0.001,0.118,0.063,77
1651,standard_corrugated,3.9,2390.5,7908.75,0.001,0.097,0.047,89
1652,corrugated,4.6,2837.5,6697.25,0.001,0.101,0.048,89
1653,standard_corrugated,3.0,4180.0,17666.0,0.001,0.133,0.07,70
1654,food_grade_cardboard,3.7,1368.0,3402.0,0.0,0.099,0.05,81
1655,standard_corrugated,4.5,1750.5,3948.75,0.0,0.119,0.061,80
1656,standard_corrugated,4.1,3150.0,9702.0,0.001,0.109,0.051,88
1657,heavy_duty_corrugated,7.1,5329.0,26390.0,0.004,0.114,0.057,74
1658,lightweight_cardboard,2.1,6073.0,30030.0,0.0,0.145,0.074,65
1659,standard_corrugated,3.1,4037.0,15609.0,0.001,0.114,0.055,85
1660,recycled_kraft,2.9,3947.5,16012.5,0.0,0.123,0.062,81
1661,double_wall_corrugated,6.8,1438.0,3696.0,0.001,0.119,0.06,78
1662,double_wall_corrugated,5.1,9590.5,63806.25,0.005,0.142,0.072,62
1663,food_grade_cardboard,2.7,3239.5,10481.25,0.0,0.097,0.052,82
1664,standard_corrugated,3.6,2999.5,8997.5,0.001,0.116,0.062,78
1665,corrugated,3.6,7214.5,40717.5,0.001,0.132,0.069,71
1666,heavy_duty_corrugated,5.9,7920.0,37570.5,0.005,0.125,0.062,67
1667,corrugated,4.5,2011.5,5558.62,0.0,0.091,0.043,94
1668,recycled_kraft,2.0,8023.5,40014.0,0.0,0.12,0.06,82
1669,food_grade_cardboard,3.6,4332.0,19136.0,0.001,0.129,0.062,73
1670,lightweight_cardboard,1.6,945.5,1612.5,0.0,0.09,0.049,93
1671,heavy_duty_corrugated,6.9,1376.0,3360.0,0.001,0.102,0.049,87
1672,recycled_kraft,2.0,3894.0,11610.0,0.0,0.115,0.058,86
1673,standard_corrugated,4.0,9868.5,66192.75,0.002,0.163,0.081,59
1674,standard_corrugated,3.4,2840.0,9600.0,0.001,0.094,0.049,88
1675,heavy_duty_corrugated,7.2,2968.0,10560.0,0.002,0.12,0.058,74
1676,heavy_duty_corrugated,6.4,4326.5,18543.75,0.003,0.101,0.052,80
1677,lightweight_cardboard,1.9,1729.0,4332.0,0.0,0.113,0.054,85
1678,double_wall_corrugated,5.8,5872.0,30464.0,0.003,0.146,0.08,59
1679,heavy_duty_corrugated,5.8,3995.0,16275.0,0.002,0.114,0.055,78
1680,recycled_kraft,3.0,9233.0,30498.0,0.001,0.132,0.071,71
1681,heavy_duty_corrugated,7.0,1463.0,3132.0,0.001,0.102,0.055,81
1682,double_wall_corrugated,6.5,2371.0,7215.0,0.001,0.104,0.051,85
1683,standard_corrugated,3.9,1578.0,3078.0,0.0,0.115,0.06,80
1684,double_wall_corrugated,6.5,3382.0,12274.0,0.002,0.126,0.059,74
1685,double_wall_corrugated,6.0,12508.0,91256.0,0.007,0.182,0.103,34
1686,double_wall_corrugated,6.3,4977.0,21641.0,0.003,0.126,0.065,70
1687,standard_corrugated,3.8,3216.5,12126.75,0.001,0.127,0.062,78
1688,double_wall_corrugated,5.7,7385.5,42245.0,0.003,0.162,0.082,53
1689,double_wall_corrugated,6.1,5200.0,19536.0,0.003,0.12,0.058,75
1690,double_wall_corrugated,5.2,2512.5,8268.75,0.001,0.107,0.059,79
1691,recycled_kraft,3.3,5660.5,24228.75,0.0,0.116,0.054,86
1692,lightweight_cardboard,1.8,894.5,1767.0,0.0,0.116,0.059,80
1693,lightweight_cardboard,2.1,2317.5,5814.0,0.0,0.094,0.047,91
1694,recycled_kraft,2.4,6221.5,24743.75,0.0,0.128,0.069,77
1695,food_grade_cardboard,3.0,1709.0,4095.0,0.0,0.097,0.047,84
1696,standard_corrugated,4.3,2152.0,4712.5,0.0,0.098,0.05,91
1697,double_wall_corrugated,6.0,6367.5,32906.25,0.004,0.129,0.067,68
1698,recycled_kraft,3.2,2704.5,7969.5,0.0,0.124,0.064,79
1699,standard_corrugated,4.0,1978.0,5554.5,0.0,0.091,0.043,92
1700,standard_corrugated,4.5,7838.0,45109.5,0.002,0.149,0.072,67
1701,standard_corrugated,3.4,1122.0,1936.0,0.0,0.089,0.043,96
1702,standard_corrugated,3.9,1512.0,3200.0,0.0,0.093,0.048,90
1703,standard_corrugated,4.3,1630.0,4100.0,0.0,0.102,0.049,88
1704,standard_corrugated,3.1,1741.5,4391.38,0.0,0.105,0.053,88
1705,corrugated,4.5,2970.0,10237.5,0.001,0.102,0.049,89
1706,food_grade_cardboard,3.9,2023.0,4913.0,0.0,0.099,0.053,83
1707,standard_corrugated,4.3,1660.0,2937.5,0.0,0.09,0.049,91
1708,standard_corrugated,3.3,6334.0,33670.0,0.001,0.126,0.064,76
1709,corrugated,3.6,4672.0,13440.0,0.001,0.129,0.064,75
1710,recycled_kraft,3.4,7055.5,18430.75,0.001,0.134,0.065,74
1711,standard_corrugated,4.4,1749.0,3915.0,0.0,0.099,0.046,91
1712,heavy_duty_corrugated,7.3,6336.0,28800.0,0.005,0.132,0.067,65
1713,standard_corrugated,3.7,4671.5,19146.38,0.001,0.134,0.069,71
1714,double_wall_corrugated,6.6,7984.5,35214.75,0.005,0.115,0.062,71
1715,double_wall_corrugated,6.0,3733.0,15067.0,0.002,0.126,0.069,71
1716,standard_corrugated,4.3,2763.0,8910.0,0.001,0.124,0.061,78
1717,recycled_kraft,3.1,3575.0,13431.0,0.0,0.1,0.051,92
1718,double_wall_corrugated,5.3,3578.5,13438.5,0.002,0.102,0.052,85
1719,corrugated,3.5,5914.5,27405.0,0.001,0.145,0.074,65
1720,lightweight_cardboard,2.2,2842.0,6860.0,0.0,0.108,0.052,88
1721,standard_corrugated,3.6,2028.0,4158.0,0.0,0.089,0.044,95
1722,standard_corrugated,3.2,2594.5,7315.0,0.0,0.1,0.05,91
1723,food_grade_cardboard,3.6,1656.0,4320.0,0.0,0.103,0.053,82
1724,standard_corrugated,3.6,1589.5,3264.62,0.0,0.109,0.059,85
1725,double_wall_corrugated,5.3,5709.5,26223.75,0.003,0.135,0.068,66
1726,food_grade_cardboard,3.0,2289.0,6885.0,0.0,0.123,0.057,74
1727,heavy_duty_corrugated,6.9,8532.0,50400.0,0.007,0.141,0.075,56
1728,recycled_kraft,2.9,4597.0,14706.0,0.0,0.116,0.059,81
1729,standard_corrugated,4.1,2411.5,6626.25,0.001,0.108,0.051,84
1730,corrugated,3.6,3830.5,15410.5,0.001,0.112,0.059,83
1731,standard_corrugated,3.6,2443.5,7095.38,0.0,0.096,0.052,90
1732,lightweight_cardboard,1.7,6267.5,32833.5,0.0,0.152,0.082,61
1733,standard_corrugated,3.6,7630.0,41937.5,0.002,0.157,0.076,64
1734,corrugated,4.0,4451.0,19110.0,0.001,0.119,0.064,78
1735,recycled_kraft,2.5,3848.5,12817.75,0.0,0.116,0.06,83
1736,recycled_kraft,2.0,8404.5,45249.75,0.0,0.133,0.066,77
1737,recycled_kraft,2.5,9766.0,54150.0,0.001,0.156,0.079,64
1738,recycled_kraft,3.0,4339.5,14293.12,0.0,0.121,0.064,78
1739,heavy_duty_corrugated,7.0,5193.0,25259.0,0.004,0.126,0.066,66
1740,recycled_kraft,2.6,7092.0,35154.0,0.0,0.155,0.076,67
1741,heavy_duty_corrugated,7.3,7625.0,31875.0,0.006,0.136,0.073,58
1742,standard_corrugated,3.8,2869.5,7796.25,0.001,0.104,0.053,88
1743,recycled_kraft,2.8,4917.0,16335.0,0.0,0.126,0.06,82
1744,standard_corrugated,4.4,1536.0,3780.0,0.0,0.094,0.05,91
1745,standard_corrugated,3.9,2390.5,7908.75,0.0,0.104,0.054,87
1746,double_wall_corrugated,6.2,3673.0,14152.0,0.002,0.109,0.057,78
1747,corrugated,4.9,2398.0,7378.0,0.001,0.105,0.05,85
1748,standard_corrugated,3.1,3147.0,11655.0,0.001,0.121,0.062,81
1749,food_grade_cardboard,3.0,6974.0,39385.5,0.001,0.139,0.066,65
1750,standard_corrugated,4.1,6102.0,31464.0,0.001,0.143,0.068,69
1751,food_grade_cardboard,2.9,5298.0,25272.0,0.001,0.128,0.065,70
1752,recycled_kraft,2.2,8650.0,31850.0,0.0,0.126,0.062,78
1753,corrugated,3.6,1528.0,3595.5,0.0,0.113,0.058,85
1754,corrugated,3.8,4668.0,20520.0,0.001,0.111,0.053,83
1755,standard_corrugated,3.9,6367.0,32752.0,0.001,0.122,0.061,75
1756,double_wall_corrugated,6.8,4008.0,11232.0,0.002,0.111,0.055,78
1757,standard_corrugated,3.6,6067.0,29302.0,0.001,0.12,0.066,76
1758,food_grade_cardboard,2.6,5014.5,23253.75,0.001,0.105,0.054,79
1759,standard_corrugated,4.5,5096.5,24263.75,0.001,0.13,0.068,73
1760,double_wall_corrugated,5.9,3575.5,12425.0,0.002,0.113,0.056,81
1761,double_wall_corrugated,7.0,6419.5,32179.88,0.004,0.13,0.064,70
1762,double_wall_corrugated,6.2,5795.5,28557.38,0.003,0.147,0.082,57
1763,standard_corrugated,3.2,2173.5,5516.5,0.0,0.108,0.052,86
1764,heavy_duty_corrugated,6.0,5658.0,27436.5,0.004,0.141,0.073,61
1765,recycled_kraft,3.1,9976.0,46900.0,0.001,0.131,0.068,76
1766,recycled_kraft,3.1,5816.0,18720.0,0.0,0.121,0.056,85
1767,lightweight_cardboard,1.9,2479.5,7229.25,0.0,0.119,0.063,77
1768,heavy_duty_corrugated,7.3,5261.5,21026.25,0.004,0.124,0.066,68
1769,double_wall_corrugated,5.3,3072.0,8640.0,0.002,0.116,0.057,78
1770,standard_corrugated,3.3,3714.0,13940.0,0.001,0.11,0.051,83
1771,double_wall_corrugated,6.5,9731.5,65036.75,0.006,0.145,0.073,56
1772,corrugated,4.1,5399.5,25267.12,0.001,0.124,0.067,74
1773,lightweight_cardboard,2.1,5855.5,24524.5,0.0,0.121,0.062,78
1774,double_wall_corrugated,6.5,4054.5,16726.5,0.002,0.13,0.064,69
1775,corrugated,4.6,4643.5,20795.88,0.001,0.112,0.053,84
