product_id,product_length,product_width,product_height,product_weight,product_category,fragility_level,box_length,box_width,box_height,material_type,material_thickness,strength_score,cost_usd,carbon_footprint_kg,material_saved_percent,shipping_efficiency,sustainability_score,recyclability_rating,production_date
171,14.61,11.81,25.42,0.63,fragile,high,19.0,15.5,32.0,corrugated,3.9,54.5,0.31,0.16,22.4,54.8,62.4,4,2023-09-03
172,18.89,24.38,15.94,2.92,fragile,high,24.5,31.5,21.0,double_wall_corrugated,5.3,79.5,0.46,0.28,16.2,59.5,46.5,3,2024-07-02
173,15.4,23.48,13.1,1.9,toys,low,19.5,28.5,17.0,standard_corrugated,3.7,47.9,0.29,0.15,15.7,50.2,47.8,4,2024-04-18
174,9.65,21.4,16.94,1.99,food,medium,13.0,26.5,21.0,food_grade_cardboard,3.9,45.0,0.28,0.14,15.8,49.4,51.6,3,2023-11-09
175,20.17,15.27,4.48,1.93,books,low,24.5,19.0,7.5,standard_corrugated,3.2,45.0,0.23,0.11,12.5,48.2,43.5,4,2024-04-13
176,13.62,29.57,20.59,4.38,electronics,medium,17.5,36.5,26.0,heavy_duty_corrugated,6.4,79.7,0.49,0.3,23.1,62.2,57.4,3,2023-12-21
177,24.12,26.01,12.69,3.59,clothing,medium,30.0,32.0,16.5,recycled_kraft,2.0,45.0,0.28,0.12,32.0,55.9,76.9,5,2024-12-21
178,20.61,10.55,14.92,4.8,electronics,high,27.5,15.5,20.5,double_wall_corrugated,6.5,85.0,0.41,0.25,26.9,65.5,63.2,3,2024-04-03
179,26.39,20.86,5.82,2.69,books,medium,33.0,26.5,9.5,standard_corrugated,4.0,49.4,0.31,0.16,21.7,53.0,58.1,4,2024-05-30
180,15.08,34.67,23.88,0.54,food,medium,19.0,41.5,29.0,food_grade_cardboard,3.5,45.0,0.4,0.2,15.6,49.1,48.0,3,2023-02-27
181,11.32,22.04,23.14,0.31,electronics,high,16.5,29.5,31.0,corrugated,4.2,56.4,0.36,0.2,12.2,51.2,43.9,4,2023-06-21
182,11.74,8.46,12.28,4.14,electronics,high,16.0,12.0,17.0,double_wall_corrugated,6.8,88.1,0.28,0.17,23.6,65.4,63.7,3,2023-11-26
183,35.03,16.62,21.58,0.52,food,medium,42.0,20.5,26.5,food_grade_cardboard,3.1,45.0,0.38,0.19,23.1,52.2,63.7,3,2023-09-30
184,24.02,19.62,27.7,3.15,fragile,high,31.0,26.0,35.5,double_wall_corrugated,6.0,80.6,0.69,0.41,15.7,59.2,47.0,3,2023-08-18
185,26.32,29.71,15.77,4.62,food,medium,32.5,36.5,20.0,heavy_duty_corrugated,6.9,74.1,0.6,0.39,17.3,58.0,43.4,3,2023-05-26
186,36.01,23.48,8.13,0.26,electronics,high,44.5,29.5,11.0,corrugated,4.3,62.0,0.4,0.21,26.4,58.5,69.4,4,2024-03-12
187,10.01,13.94,16.52,3.0,toys,low,14.0,18.0,21.0,standard_corrugated,3.3,45.0,0.23,0.13,14.5,48.9,50.0,4,2023-10-02
188,24.03,32.55,17.06,2.09,toys,medium,30.0,39.5,22.0,standard_corrugated,3.5,46.7,0.39,0.22,25.4,53.5,67.9,4,2024-07-22
189,39.49,28.74,13.36,3.23,food,medium,48.5,36.0,18.0,food_grade_cardboard,2.6,45.0,0.43,0.19,14.7,48.8,52.9,3,2023-12-01
190,10.13,22.95,13.91,2.82,toys,medium,15.0,29.5,19.0,standard_corrugated,3.6,47.8,0.28,0.15,19.7,51.8,56.2,4,2023-10-27
191,15.63,10.27,7.93,1.29,books,low,19.0,13.5,10.5,standard_corrugated,3.9,46.4,0.21,0.11,20.0,51.6,62.0,4,2023-05-27
192,14.98,33.65,20.73,0.83,food,medium,19.0,40.5,25.5,food_grade_cardboard,2.7,45.0,0.34,0.17,19.6,50.8,54.7,3,2024-07-02
193,34.03,36.92,34.68,5.2,toys,low,40.5,43.5,41.0,heavy_duty_corrugated,6.8,64.2,1.04,0.69,19.4,55.0,42.9,3,2023-02-27
194,34.81,14.23,21.61,1.03,food,low,40.0,17.5,25.5,food_grade_cardboard,3.8,45.0,0.39,0.2,23.7,52.4,57.3,3,2023-09-25
195,12.72,10.59,20.15,1.96,electronics,low,16.0,14.0,24.5,standard_corrugated,3.5,45.0,0.24,0.13,16.4,49.7,51.5,4,2023-02-01
196,23.14,22.92,14.55,1.69,electronics,high,29.5,29.5,19.5,corrugated,3.8,48.3,0.37,0.19,21.8,52.6,60.8,4,2024-02-14
197,47.84,20.39,12.79,1.14,clothing,low,55.0,24.5,16.5,recycled_kraft,3.3,45.0,0.37,0.15,31.9,55.8,79.6,5,2024-03-06
198,25.75,22.4,5.01,4.78,electronics,medium,33.0,29.0,8.5,heavy_duty_corrugated,6.9,88.1,0.42,0.25,14.7,61.6,47.3,3,2024-08-23
199,23.25,9.2,22.04,0.42,food,medium,29.5,13.5,28.0,food_grade_cardboard,2.7,45.0,0.29,0.13,22.5,52.1,63.5,3,2023-08-10
200,24.28,7.61,11.99,2.05,electronics,medium,30.5,11.5,16.5,standard_corrugated,3.6,51.1,0.25,0.13,21.6,53.6,63.8,4,2023-02-20
201,15.73,17.99,7.77,0.58,books,medium,20.0,22.5,10.5,standard_corrugated,4.0,56.5,0.25,0.13,16.5,53.2,52.6,4,2024-04-06
202,27.77,17.43,4.88,1.72,books,medium,33.5,21.5,7.0,standard_corrugated,3.9,48.9,0.26,0.14,18.3,51.6,51.3,4,2024-12-05
203,41.75,45.26,11.81,2.77,clothing,medium,50.5,54.5,16.0,recycled_kraft,2.9,45.0,0.47,0.19,21.7,51.6,62.2,5,2024-07-26
204,35.22,31.42,19.17,6.9,food,medium,43.0,38.5,24.5,heavy_duty_corrugated,6.6,65.6,0.81,0.5,24.9,58.1,58.1,3,2024-04-03
205,24.23,39.46,5.27,3.07,clothing,high,31.0,50.0,8.0,double_wall_corrugated,6.6,85.8,0.59,0.37,26.0,65.0,64.2,3,2024-08-19
206,6.02,29.77,5.84,1.8,electronics,high,9.5,38.0,9.5,corrugated,4.0,52.2,0.24,0.13,23.6,54.7,64.4,4,2023-10-05
207,52.72,44.12,9.09,0.36,clothing,low,60.0,50.5,12.0,recycled_kraft,3.1,45.0,0.52,0.21,26.6,53.5,61.3,5,2024-03-28
208,23.06,25.92,8.48,1.37,toys,low,28.0,31.5,12.0,standard_corrugated,4.5,56.4,0.32,0.18,21.0,54.8,54.6,4,2023-02-09
209,26.7,11.6,6.57,1.58,books,high,34.0,16.0,10.0,corrugated,4.1,57.6,0.26,0.15,19.7,54.7,54.4,4,2024-07-19
210,28.24,33.16,7.05,5.63,food,medium,36.5,42.5,11.5,heavy_duty_corrugated,7.1,79.2,0.61,0.37,25.7,62.9,59.0,3,2023-06-14
211,57.89,20.82,12.25,3.15,clothing,low,68.0,26.5,16.5,recycled_kraft,2.4,45.0,0.4,0.15,18.6,50.5,58.3,5,2023-09-04
212,34.84,9.46,31.15,3.82,toys,high,44.0,13.0,39.5,double_wall_corrugated,5.6,78.6,0.67,0.39,24.5,62.2,59.9,3,2023-12-04
213,28.72,24.05,12.67,0.65,food,high,36.5,31.0,17.5,corrugated,4.9,67.9,0.45,0.26,25.9,60.0,59.5,4,2024-06-07
214,16.31,10.02,13.18,2.17,fragile,high,22.0,14.5,18.0,double_wall_corrugated,5.1,80.8,0.3,0.19,13.2,58.9,44.9,3,2024-02-09
215,21.28,13.27,25.9,3.5,fragile,high,29.0,19.0,34.5,double_wall_corrugated,5.4,78.7,0.52,0.32,24.2,62.3,60.5,3,2023-02-09
216,50.91,23.05,4.58,3.05,clothing,high,65.0,30.5,8.0,double_wall_corrugated,6.0,86.4,0.64,0.42,18.8,62.2,47.3,3,2023-01-30
217,31.4,32.56,22.15,8.11,food,medium,39.5,40.5,28.5,heavy_duty_corrugated,6.3,69.9,0.8,0.52,23.3,58.7,49.9,3,2023-10-24
218,29.76,16.14,7.36,0.89,books,low,34.5,19.5,10.0,lightweight_cardboard,2.1,45.0,0.22,0.1,21.1,51.6,58.5,4,2023-10-30
219,27.81,16.06,22.02,3.13,electronics,high,36.0,21.5,29.0,double_wall_corrugated,5.4,76.4,0.54,0.35,26.1,62.3,61.8,3,2023-09-17
220,18.15,10.92,9.61,1.5,toys,medium,24.0,15.5,14.0,standard_corrugated,3.1,45.0,0.23,0.12,18.5,50.5,59.4,4,2024-08-28
221,29.92,15.88,28.24,5.44,fragile,medium,37.0,20.5,35.0,heavy_duty_corrugated,6.2,75.7,0.61,0.39,26.3,62.1,65.7,3,2024-03-07
222,5.04,22.95,16.36,1.39,electronics,high,7.5,29.0,21.0,corrugated,4.3,56.3,0.25,0.14,26.3,57.0,66.7,4,2023-11-09
223,10.63,24.55,10.17,3.23,electronics,high,14.5,32.0,14.0,double_wall_corrugated,6.1,92.0,0.35,0.21,19.4,64.7,54.6,3,2023-08-30
224,17.24,16.97,6.08,1.23,books,high,23.5,23.5,10.5,corrugated,4.4,60.4,0.28,0.15,27.2,58.6,69.2,4,2024-06-11
225,21.67,30.24,30.8,3.79,toys,low,27.0,36.5,37.0,standard_corrugated,3.8,45.0,0.47,0.26,27.6,53.8,63.8,4,2024-05-06
226,39.97,12.67,8.08,1.97,toys,low,47.0,16.5,11.5,standard_corrugated,3.4,45.0,0.29,0.16,15.5,49.2,47.9,4,2023-11-07
227,34.73,30.48,21.79,0.22,toys,low,41.0,36.5,27.0,lightweight_cardboard,2.3,45.0,0.38,0.17,17.4,49.9,47.7,4,2024-10-20
228,41.37,45.89,3.99,3.08,clothing,low,49.5,55.0,7.5,recycled_kraft,2.1,45.0,0.4,0.15,23.2,52.3,57.6,5,2023-05-26
229,59.1,22.03,11.32,3.61,clothing,low,69.0,27.0,15.0,recycled_kraft,2.3,45.0,0.37,0.15,21.1,51.5,55.4,5,2024-12-30
230,11.35,25.18,19.13,0.41,food,high,15.0,32.0,24.5,corrugated,4.6,61.3,0.33,0.2,23.8,57.3,63.1,4,2023-05-31
231,29.82,31.13,18.71,6.13,electronics,medium,36.5,38.5,23.5,heavy_duty_corrugated,6.1,72.9,0.69,0.43,26.0,61.0,57.5,3,2024-04-07
232,22.11,23.22,21.06,3.32,fragile,high,29.5,31.0,28.5,double_wall_corrugated,6.0,89.0,0.66,0.38,27.5,66.6,59.9,3,2023-01-11
233,11.02,13.28,18.77,3.23,fragile,high,15.5,18.5,25.0,double_wall_corrugated,5.7,88.4,0.34,0.21,18.1,63.1,54.1,3,2024-03-02
234,13.11,31.54,9.38,5.45,food,medium,18.0,39.5,13.5,heavy_duty_corrugated,6.5,77.9,0.39,0.25,23.0,61.8,61.0,3,2023-10-28
235,26.85,19.88,4.99,1.64,books,low,32.0,24.0,7.5,standard_corrugated,3.5,45.0,0.27,0.13,14.9,49.1,45.3,4,2023-02-08
236,23.29,25.36,19.8,0.45,toys,medium,29.0,31.5,25.0,standard_corrugated,4.5,55.4,0.4,0.23,20.8,54.2,59.3,4,2024-08-13
237,16.08,10.46,3.55,1.34,books,medium,20.0,13.5,5.5,standard_corrugated,3.5,46.4,0.19,0.11,15.4,49.8,52.0,4,2024-04-09
238,49.71,29.89,7.15,1.63,clothing,high,61.0,37.0,10.0,corrugated,4.4,57.5,0.54,0.29,14.6,52.2,45.1,4,2023-06-01
239,54.68,35.25,8.26,3.3,clothing,low,64.5,42.5,12.0,recycled_kraft,3.3,45.0,0.5,0.19,18.9,50.5,59.4,5,2023-10-19
240,43.91,42.75,10.86,4.8,clothing,low,51.5,50.0,14.0,heavy_duty_corrugated,6.8,70.4,0.86,0.56,27.2,60.3,54.7,3,2024-05-30
241,18.16,19.34,5.79,2.03,books,low,22.5,24.0,9.0,standard_corrugated,3.8,47.6,0.26,0.13,14.0,49.5,48.8,4,2024-12-05
242,37.09,12.85,9.75,5.54,food,low,44.5,17.0,13.5,heavy_duty_corrugated,6.6,78.2,0.43,0.27,20.0,60.6,51.2,3,2024-09-05
243,16.04,16.56,2.58,1.22,books,low,21.0,21.5,6.0,standard_corrugated,3.7,45.0,0.21,0.11,23.0,52.4,60.6,4,2024-11-26
244,28.19,7.86,17.35,1.82,electronics,medium,35.5,12.0,23.0,standard_corrugated,4.2,54.7,0.31,0.17,19.9,53.9,52.8,4,2024-08-19
245,26.42,16.5,25.47,1.05,fragile,high,34.0,22.0,32.5,corrugated,3.6,46.3,0.41,0.22,26.6,53.9,67.2,4,2024-10-26
246,32.09,18.84,16.62,2.55,fragile,high,41.0,25.0,22.5,double_wall_corrugated,6.8,83.5,0.66,0.42,14.7,59.7,42.7,3,2024-07-15
247,20.08,12.46,16.58,4.01,electronics,medium,25.0,16.0,21.0,heavy_duty_corrugated,6.7,88.4,0.39,0.24,12.4,60.8,48.7,3,2023-12-14
248,20.14,24.35,12.13,3.25,food,medium,26.0,31.0,16.5,food_grade_cardboard,3.8,45.0,0.32,0.17,18.1,50.2,55.3,3,2024-07-17
249,22.28,31.33,16.16,3.74,food,low,28.0,38.0,21.0,food_grade_cardboard,2.5,45.0,0.36,0.17,20.9,51.4,62.1,3,2023-09-19
250,12.28,25.0,33.1,0.28,toys,low,16.0,30.0,39.0,lightweight_cardboard,2.4,45.0,0.3,0.14,19.7,51.0,54.2,4,2023-10-29
251,17.2,10.83,8.1,1.88,toys,medium,22.0,14.5,11.5,standard_corrugated,3.2,45.0,0.21,0.12,24.9,53.1,63.1,4,2024-12-10
252,39.57,34.06,5.1,5.75,food,medium,48.5,42.0,7.5,heavy_duty_corrugated,6.9,79.3,0.66,0.42,15.0,58.5,42.7,3,2024-12-26
253,25.3,12.63,14.48,2.03,electronics,high,33.0,18.0,20.0,double_wall_corrugated,5.8,81.9,0.45,0.27,19.1,61.4,56.6,3,2024-09-21
254,22.32,30.55,11.06,2.52,toys,high,28.5,38.5,15.0,double_wall_corrugated,6.4,91.4,0.58,0.36,27.3,67.3,60.9,3,2024-03-20
255,30.58,9.68,8.16,5.17,electronics,medium,39.0,14.5,12.5,heavy_duty_corrugated,6.8,80.5,0.39,0.23,21.8,62.2,62.6,3,2023-10-16
256,34.33,33.34,18.03,4.11,electronics,high,44.5,43.5,24.5,double_wall_corrugated,5.3,69.7,0.84,0.5,20.0,57.4,45.4,3,2024-01-16
257,6.06,32.93,18.17,3.79,electronics,medium,9.0,41.0,23.5,standard_corrugated,3.8,45.4,0.3,0.17,17.8,50.2,57.2,4,2024-01-31
258,25.75,28.84,8.2,2.37,toys,high,32.0,36.0,11.0,double_wall_corrugated,5.6,89.3,0.48,0.28,20.3,64.1,54.4,3,2023-10-14
259,22.72,35.73,34.8,4.22,toys,low,27.5,42.0,41.0,heavy_duty_corrugated,6.6,75.9,0.85,0.52,23.7,60.7,55.4,3,2024-06-29
260,8.82,24.52,19.83,5.23,electronics,high,14.0,33.0,27.5,double_wall_corrugated,6.5,76.6,0.48,0.3,25.2,62.2,66.8,3,2023-02-01
261,50.49,42.92,8.23,3.82,clothing,low,60.0,51.5,12.0,recycled_kraft,2.1,45.0,0.45,0.16,28.6,54.5,73.4,5,2024-06-18
262,35.96,18.51,23.91,2.76,toys,medium,44.0,23.5,30.0,standard_corrugated,3.8,45.0,0.46,0.24,13.4,48.1,49.3,4,2024-09-05
263,19.71,18.97,14.75,1.96,fragile,high,26.0,25.0,20.0,corrugated,4.4,59.3,0.34,0.2,12.2,52.1,45.2,4,2024-08-03
264,43.48,20.9,10.71,3.01,clothing,low,51.5,26.0,14.5,recycled_kraft,2.4,45.0,0.34,0.13,27.8,54.2,73.7,5,2024-07-05
265,27.95,17.79,4.88,0.38,books,low,33.0,22.0,7.5,lightweight_cardboard,2.5,45.0,0.22,0.11,31.2,55.6,76.5,4,2024-01-14
266,12.77,22.22,9.92,2.7,food,medium,17.0,28.0,14.0,food_grade_cardboard,3.3,45.0,0.26,0.13,19.7,51.0,60.1,3,2023-01-31
267,39.88,30.9,20.64,4.38,toys,medium,49.0,38.5,26.0,heavy_duty_corrugated,5.9,67.3,0.84,0.5,24.4,58.4,58.8,3,2024-01-31
268,28.47,13.65,7.56,0.47,books,medium,35.5,18.5,11.5,standard_corrugated,3.2,45.8,0.27,0.14,23.9,52.9,65.9,4,2023-10-25
269,17.78,13.32,23.52,1.89,toys,medium,23.0,18.0,29.5,standard_corrugated,3.8,47.9,0.29,0.17,23.3,53.2,62.9,4,2023-09-27
270,27.05,18.09,3.87,1.74,books,low,31.5,22.0,6.0,standard_corrugated,3.6,47.0,0.24,0.13,23.0,52.9,64.2,4,2024-11-30
271,39.19,29.7,14.49,1.06,electronics,high,50.0,38.5,20.5,corrugated,3.8,47.4,0.52,0.3,20.2,51.4,53.7,4,2024-04-23
272,17.77,14.43,6.76,0.74,books,medium,22.5,19.0,10.0,standard_corrugated,3.0,45.0,0.23,0.12,26.8,53.9,69.9,4,2024-09-18
273,23.47,29.76,16.0,0.55,food,medium,28.5,36.0,20.0,food_grade_cardboard,3.3,45.0,0.39,0.18,26.3,53.5,63.6,3,2023-08-13
274,10.06,22.76,20.3,2.84,fragile,high,13.5,28.5,26.0,double_wall_corrugated,6.2,95.0,0.42,0.25,17.3,64.7,52.3,3,2024-08-24
275,26.99,27.63,13.87,3.09,clothing,low,33.0,34.0,18.5,recycled_kraft,2.2,45.0,0.3,0.12,31.4,55.7,74.9,5,2024-05-28
276,29.51,15.5,26.45,2.55,fragile,high,38.5,21.5,34.5,double_wall_corrugated,6.2,85.3,0.68,0.44,21.9,63.0,58.0,3,2024-02-19
277,50.67,20.24,8.09,0.78,clothing,low,58.5,25.0,12.0,recycled_kraft,3.4,45.0,0.34,0.16,26.6,53.7,68.4,5,2024-03-14
278,35.61,13.85,6.91,0.35,food,medium,43.5,18.5,10.5,food_grade_cardboard,4.0,45.0,0.3,0.16,14.6,48.9,49.7,3,2023-02-04
279,14.6,25.22,10.14,3.6,food,low,18.0,30.0,13.0,food_grade_cardboard,3.8,45.0,0.27,0.14,13.4,48.4,45.4,3,2023-01-27
280,39.57,9.09,18.29,2.49,electronics,high,49.0,12.5,23.5,double_wall_corrugated,6.6,89.2,0.56,0.36,25.1,65.7,64.1,3,2024-10-06
281,29.24,34.74,5.82,0.72,electronics,high,37.0,43.5,9.0,corrugated,3.8,48.6,0.38,0.21,21.2,52.4,53.1,4,2023-03-16
282,56.22,42.04,6.18,2.89,clothing,low,65.0,49.0,10.0,recycled_kraft,2.2,45.0,0.45,0.16,18.6,50.5,58.7,5,2024-08-26
283,16.32,11.8,10.81,0.47,electronics,high,23.0,17.5,16.0,corrugated,4.2,57.5,0.26,0.15,16.8,53.5,53.7,4,2024-02-04
284,46.78,17.45,10.68,1.21,clothing,low,53.0,21.0,13.5,recycled_kraft,2.9,45.0,0.32,0.13,31.0,55.5,70.8,5,2024-01-07
285,23.32,16.49,16.66,3.31,fragile,high,31.5,23.0,23.5,double_wall_corrugated,6.7,90.8,0.58,0.36,21.2,64.6,58.6,3,2023-12-12
286,34.52,49.84,8.36,1.62,clothing,low,40.5,57.0,11.5,recycled_kraft,2.3,45.0,0.38,0.15,22.0,51.8,58.3,5,2023-12-10
287,58.31,21.14,11.28,1.08,clothing,low,65.5,24.5,13.5,recycled_kraft,2.7,45.0,0.34,0.14,35.0,57.1,76.4,5,2023-07-15
288,26.91,34.3,5.04,1.11,toys,high,34.5,43.5,8.5,corrugated,4.5,55.2,0.39,0.22,25.4,56.1,61.9,4,2024-04-04
289,33.18,14.69,17.99,1.09,fragile,high,42.5,20.5,24.5,corrugated,4.2,57.1,0.4,0.24,15.0,52.4,52.3,4,2023-07-29
290,15.8,26.13,6.86,1.56,food,medium,20.0,32.0,9.5,food_grade_cardboard,3.2,45.0,0.26,0.13,13.8,48.6,50.6,3,2024-09-22
291,26.3,20.21,6.5,0.45,electronics,medium,33.5,26.5,10.5,standard_corrugated,3.3,45.0,0.29,0.16,19.0,50.6,59.5,4,2024-11-14
292,33.67,28.33,7.16,1.05,clothing,low,39.0,33.0,9.5,recycled_kraft,3.5,45.0,0.32,0.14,18.9,50.6,53.5,5,2024-06-11
293,19.92,18.94,22.01,2.76,fragile,high,25.5,24.0,28.0,double_wall_corrugated,6.0,91.6,0.5,0.32,21.4,65.1,51.5,3,2024-09-20
294,24.36,21.33,17.82,2.75,fragile,high,31.0,27.0,23.0,double_wall_corrugated,6.1,91.4,0.57,0.33,18.5,63.8,51.8,3,2023-10-25
295,42.7,20.18,31.34,4.74,toys,high,55.5,27.5,41.5,double_wall_corrugated,5.4,62.8,0.96,0.59,25.9,57.4,56.9,3,2024-02-08
296,34.2,16.71,5.46,1.03,food,low,39.5,20.5,8.0,food_grade_cardboard,3.3,45.0,0.27,0.14,15.6,49.3,52.8,3,2023-07-09
297,49.02,28.51,29.67,1.09,toys,high,61.5,37.0,38.5,corrugated,3.9,45.0,0.8,0.46,27.9,53.3,63.1,4,2024-01-07
298,27.4,11.76,22.97,5.11,food,medium,34.5,16.0,29.5,heavy_duty_corrugated,5.9,77.9,0.47,0.29,17.8,59.6,49.9,3,2023-04-17
299,19.97,12.93,17.35,0.63,fragile,low,24.0,16.5,21.5,lightweight_cardboard,1.8,45.0,0.23,0.1,23.8,52.7,58.7,4,2024-10-29
300,13.14,7.4,20.09,0.74,electronics,high,18.5,11.5,27.0,corrugated,3.5,45.0,0.26,0.14,21.3,51.6,58.8,4,2024-03-19
301,45.04,16.89,30.54,0.17,toys,low,51.5,20.5,35.5,lightweight_cardboard,2.1,45.0,0.39,0.16,35.0,57.0,75.5,4,2023-10-24
302,46.01,20.32,3.74,2.64,clothing,low,53.5,25.0,7.0,recycled_kraft,2.6,45.0,0.28,0.12,23.8,52.7,67.5,5,2024-01-20
303,39.38,41.4,10.43,1.56,clothing,low,45.0,47.0,13.0,recycled_kraft,3.3,45.0,0.42,0.18,23.3,52.3,65.6,5,2024-06-11
304,9.98,8.64,9.67,0.61,electronics,high,14.5,13.0,14.0,corrugated,3.6,46.9,0.21,0.11,19.9,51.7,60.7,4,2024-01-23
305,27.78,25.1,9.58,1.58,food,low,33.0,30.5,13.0,food_grade_cardboard,2.6,45.0,0.32,0.14,16.7,49.8,48.8,3,2023-11-06
306,24.36,17.91,4.56,0.62,books,medium,31.0,23.5,8.5,standard_corrugated,4.3,49.0,0.29,0.15,14.4,50.0,45.1,4,2023-01-29
307,36.16,19.34,20.77,2.15,toys,low,41.5,23.0,24.5,standard_corrugated,3.2,45.0,0.36,0.19,28.5,54.3,69.6,4,2024-12-12
308,26.54,10.17,4.5,1.41,books,low,31.5,13.5,7.5,standard_corrugated,3.0,45.0,0.22,0.11,18.4,50.5,57.7,4,2023-07-13
309,26.4,12.06,5.21,0.81,books,low,31.0,15.5,8.0,lightweight_cardboard,1.7,45.0,0.19,0.1,27.9,54.4,73.9,4,2024-10-25
310,45.17,21.96,3.78,0.36,clothing,low,51.5,26.0,6.0,recycled_kraft,3.2,45.0,0.29,0.13,24.4,52.9,67.9,5,2023-03-04
311,24.18,18.63,21.58,0.75,electronics,high,30.5,24.0,27.5,corrugated,4.7,65.9,0.41,0.25,27.9,60.2,63.4,4,2024-05-08
312,35.67,14.57,18.03,5.24,food,medium,43.5,18.5,23.0,heavy_duty_corrugated,6.2,80.3,0.52,0.32,24.1,62.8,64.7,3,2023-09-27
313,21.89,21.78,7.35,2.65,books,low,27.0,27.0,11.0,standard_corrugated,4.0,46.8,0.29,0.16,27.5,54.6,64.6,4,2024-09-29
314,38.0,29.27,4.68,1.7,electronics,high,48.5,38.0,8.5,corrugated,4.3,57.0,0.43,0.26,23.1,55.6,62.9,4,2023-06-21
315,33.0,30.28,14.91,2.97,food,medium,40.0,37.0,19.0,food_grade_cardboard,3.9,45.0,0.48,0.23,16.3,49.3,50.7,3,2024-11-13
316,26.49,7.0,14.4,0.9,electronics,high,34.5,11.5,20.0,corrugated,3.6,46.2,0.3,0.15,16.6,50.0,53.7,4,2023-05-09
317,20.51,6.43,3.84,3.81,electronics,high,26.5,9.5,6.0,double_wall_corrugated,6.6,90.5,0.25,0.14,25.2,66.8,66.0,3,2023-12-19
318,11.78,10.24,29.13,3.35,fragile,high,17.0,15.0,38.5,double_wall_corrugated,5.3,77.2,0.39,0.23,18.8,60.0,57.3,3,2024-10-01
319,49.66,39.06,33.27,6.97,toys,low,59.0,47.0,40.5,heavy_duty_corrugated,6.3,51.8,1.39,0.87,17.9,50.1,40.8,3,2024-10-12
320,23.94,38.11,12.17,1.26,clothing,low,29.5,45.0,16.5,recycled_kraft,2.3,45.0,0.33,0.13,30.2,55.2,76.2,5,2023-05-28
321,36.76,29.13,9.56,6.38,food,medium,45.5,36.5,13.5,heavy_duty_corrugated,6.9,76.2,0.68,0.42,20.4,59.8,48.7,3,2023-03-20
322,13.03,22.3,25.49,3.28,fragile,high,19.0,30.0,34.0,double_wall_corrugated,6.4,86.4,0.56,0.36,24.4,64.6,63.1,3,2023-08-08
323,45.83,18.31,8.76,1.8,toys,low,52.5,22.0,11.5,standard_corrugated,3.8,45.0,0.35,0.19,23.8,52.4,66.8,4,2024-02-09
324,23.74,21.22,6.87,1.93,books,low,29.0,26.5,10.5,standard_corrugated,4.0,56.3,0.29,0.17,17.9,53.5,55.1,4,2023-03-28
325,37.48,11.74,11.19,2.54,electronics,high,47.5,16.5,15.5,double_wall_corrugated,6.3,88.2,0.5,0.3,20.6,63.8,59.7,3,2024-02-08
326,10.73,13.21,23.42,3.75,electronics,high,16.0,19.0,31.5,double_wall_corrugated,6.6,89.7,0.45,0.27,12.1,60.9,39.9,3,2023-04-27
327,27.6,13.58,20.95,5.34,electronics,high,35.5,18.0,27.0,double_wall_corrugated,5.5,78.5,0.49,0.31,20.6,60.9,58.0,3,2024-05-16
328,24.04,24.08,7.86,5.56,electronics,high,32.0,32.0,12.0,double_wall_corrugated,5.9,75.0,0.47,0.28,21.4,60.2,53.2,3,2024-10-18
329,41.06,29.0,10.32,2.3,toys,high,51.5,37.0,14.5,double_wall_corrugated,5.3,78.2,0.68,0.43,26.0,62.6,60.6,3,2024-09-09
330,31.58,31.29,8.24,2.6,toys,low,37.0,37.0,11.5,standard_corrugated,3.6,45.0,0.35,0.19,15.4,49.1,50.9,4,2024-08-13
331,28.54,32.7,13.09,3.08,clothing,low,35.0,39.5,17.5,recycled_kraft,3.1,45.0,0.36,0.16,31.1,55.5,75.1,5,2023-06-23
332,26.15,19.18,2.64,0.66,books,low,32.0,24.0,6.0,lightweight_cardboard,2.2,45.0,0.21,0.11,27.2,54.0,70.3,4,2023-04-16
333,28.36,28.55,8.2,2.9,food,low,34.0,34.0,12.0,food_grade_cardboard,3.6,45.0,0.36,0.17,17.9,50.2,51.7,3,2023-04-07
334,30.96,31.44,9.11,1.33,electronics,high,39.0,39.5,12.5,corrugated,4.0,45.1,0.44,0.23,23.3,52.2,65.1,4,2024-04-22
335,28.16,34.43,11.8,2.59,clothing,low,34.0,41.0,16.0,recycled_kraft,3.0,45.0,0.34,0.15,32.5,56.0,70.8,5,2024-07-01
336,18.13,21.16,14.53,4.97,electronics,high,24.0,27.5,19.5,double_wall_corrugated,5.7,81.9,0.43,0.27,26.7,64.4,65.9,3,2024-09-04
337,31.86,13.47,24.16,2.58,food,medium,39.0,18.0,30.5,food_grade_cardboard,3.9,46.9,0.4,0.21,21.4,52.0,61.6,3,2024-07-14
338,31.05,19.41,20.04,1.04,fragile,high,40.5,26.5,27.0,corrugated,4.0,46.6,0.46,0.25,25.9,53.6,67.8,4,2024-02-26
339,31.11,31.93,16.86,3.12,food,medium,38.0,39.0,21.5,food_grade_cardboard,3.4,45.0,0.48,0.23,15.5,49.0,50.9,3,2024-12-28
340,15.44,12.5,3.09,1.17,books,low,20.0,16.5,6.5,standard_corrugated,4.1,51.6,0.2,0.11,24.2,54.8,64.8,4,2024-08-23
